From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment
7195;10048;sea;5958;-1;-1;-1;-1;;Hawaii-Maui
13485;19662;impassable;-1;-1;-1;-1;-1;;Himalayas
12860;19712;impassable;-1;-1;-1;-1;-1;;Himalayas
16113;19627;impassable;-1;-1;-1;-1;-1;;Himalayas
18864;19688;impassable;-1;-1;-1;-1;-1;;Himalayas
10825;19688;impassable;-1;-1;-1;-1;-1;;Himalayas
16110;19688;impassable;-1;-1;-1;-1;-1;;Himalayas
4900;18879;impassable;-1;-1;-1;-1;-1;;Himalayas
4987;19627;impassable;-1;-1;-1;-1;-1;;Himalayas
16042;19662;impassable;-1;-1;-1;-1;-1;;Himalayas
16131;19712;impassable;-1;-1;-1;-1;-1;;Himalayas
1961;18877;impassable;-1;-1;-1;-1;-1;;Himalayas
18873;19627;impassable;-1;-1;-1;-1;-1;;Himalayas
2014;8010;impassable;-1;-1;-1;-1;-1;;Himalayas
1898;19662;impassable;-1;-1;-1;-1;-1;;Himalayas
10910;19688;impassable;-1;-1;-1;-1;-1;;Himalayas
1129;1961;impassable;-1;-1;-1;-1;-1;;Himalayas
1961;16042;impassable;-1;-1;-1;-1;-1;;Himalayas
8010;19712;impassable;-1;-1;-1;-1;-1;;Himalayas
12860;19623;impassable;-1;-1;-1;-1;-1;;Himalayas
10825;19668;impassable;-1;-1;-1;-1;-1;;Himalayas
4900;18873;impassable;-1;-1;-1;-1;-1;;Himalayas
10910;19627;impassable;-1;-1;-1;-1;-1;;Himalayas
4435;4900;impassable;-1;-1;-1;-1;-1;;Himalayas
3989;19662;impassable;-1;-1;-1;-1;-1;;Himalayas
1898;19668;impassable;-1;-1;-1;-1;-1;;Himalayas
16109;19668;impassable;-1;-1;-1;-1;-1;;Himalayas
10825;16981;impassable;-1;-1;-1;-1;-1;;Himalayas
10910;12807;impassable;-1;-1;-1;-1;-1;;Himalayas
4180;7112;sea;5958;-1;-1;-1;-1;;Honolulu-Kauai
1025;11985;sea;7932;-1;-1;-1;-1;;Japan-Kyushu
1177;11948;sea;2708;-1;-1;-1;-1;;Jeju-Korea
4198;12032;sea;8472;-1;-1;-1;-1;;Kanoya-Yokushima
6741;9680;sea;8282;-1;-1;-1;-1;;Kerch Strait
7884;12661;sea;8538;-1;-1;-1;-1;;Kodiak-Alaska
1399;1515;sea;220;-1;-1;-1;-1;;Kurils 1
1515;13037;sea;5614;-1;-1;-1;-1;;Kurils 2
1512;13037;sea;5922;-1;-1;-1;-1;;Kurils 3
7046;10092;sea;8791;-1;-1;-1;-1;;Kyushu-Shikoku
1106;12001;sea;5913;-1;-1;-1;-1;;Lefkada
5205;10233;sea;13155;-1;-1;-1;-1;;Mackinac
4967;18824;sea;34;-1;-1;-1;-1;;Maldives
1002;13044;sea;2438;-1;-1;-1;-1;;Marshalls 1
4387;13020;sea;8290;-1;-1;-1;-1;;Marshalls 10
13041;13045;sea;2438;-1;-1;-1;-1;;Marshalls 2
13040;13044;sea;2462;-1;-1;-1;-1;;Marshalls 3
13039;13041;sea;7287;-1;-1;-1;-1;;Marshalls 4
13045;13046;sea;7062;-1;-1;-1;-1;;Marshalls 5
7393;13043;sea;5941;-1;-1;-1;-1;;Marshalls 7
7393;13022;sea;8316;-1;-1;-1;-1;;Marshalls 8
4387;13021;sea;8290;-1;-1;-1;-1;;Marshalls 9
177;7123;sea;5533;-1;-1;-1;-1;;Martinique-Dominica
4180;7195;sea;5958;-1;-1;-1;-1;;Maui-Honolulu
3284;14424;sea;2597;-1;-1;-1;-1;;Miranda-Trinidad
12112;12153;sea;8751;-1;-1;-1;-1;;Negros-Cebu
480;9431;sea;8621;-1;-1;-1;-1;;Netherlands outlier
4231;4268;sea;5660;-1;-1;-1;-1;;New Caledonia 1
1237;12120;sea;7698;-1;-1;-1;-1;;New Caledonia 2
4231;4247;sea;7246;-1;-1;-1;-1;;New Caledonia 3
4247;12120;sea;7472;-1;-1;-1;-1;;New Caledonia 4
4360;7304;sea;8614;-1;-1;-1;-1;;New Foundland-Strait
10231;10248;sea;430;-1;-1;-1;-1;;New Guinea-Fergusson
373;12680;sea;2361;-1;-1;-1;-1;;Newfoundland-Labrador
1117;9952;sea;2658;-1;-1;-1;-1;;Niigata-Sado
13023;13024;sea;2901;-1;-1;-1;-1;;North Marianas
12140;13023;sea;2901;-1;-1;-1;-1;;North Marianas-Guam
1814;12632;sea;5637;-1;-1;-1;-1;;North-South NZ Islands
3034;18401;sea;5869;-1;-1;-1;-1;;Northern-Straits
22;3016;sea;5792;-1;-1;-1;-1;;Northern-Straits
91;11090;sea;5792;-1;-1;-1;-1;;Northern-Straits
44;11050;sea;5792;-1;-1;-1;-1;;Northern-Straits
65;18415;sea;2530;-1;-1;-1;-1;;Norwegian Fjords
18383;18384;sea;2455;-1;-1;-1;-1;;Norwegian Fjords
53;3192;sea;1227;-1;-1;-1;-1;;Norwegian Fjords
18403;18404;sea;2530;-1;-1;-1;-1;;Norwegian Fjords
18385;18413;sea;2530;-1;-1;-1;-1;;Norwegian Fjords
9216;11100;sea;5942;-1;-1;-1;-1;;Norwegian Fjords
3090;18414;sea;5942;-1;-1;-1;-1;;Norwegian Fjords
199;18399;sea;2530;-1;-1;-1;-1;;Norwegian Fjords
3114;3188;sea;2530;-1;-1;-1;-1;;Norwegian Fjords
6116;18400;sea;2554;-1;-1;-1;-1;;Norwegian Fjords
6038;18416;sea;2554;-1;-1;-1;-1;;Norwegian Fjords
13055;13056;sea;8547;-1;-1;-1;-1;;Nukufetau-Funafuti
13054;13055;sea;8547;-1;-1;-1;-1;;Nukufetau-Funafuti
1123;10124;sea;8499;-1;-1;-1;-1;;Okinawa 1
1123;7115;sea;8318;-1;-1;-1;-1;;Okinawa 2
4357;12103;sea;3805;-1;-1;-1;-1;;Palau
1261;10302;sea;2876;-1;-1;-1;-1;;Panay-Negros
4377;14727;sea;8572;-1;-1;-1;-1;;Philippines
14725;14728;sea;8751;-1;-1;-1;-1;;Philippines
14737;14738;sea;2899;-1;-1;-1;-1;;Philippines
1293;14729;sea;8751;-1;-1;-1;-1;;Philippines
4288;7419;sea;2971;-1;-1;-1;-1;;Philippines
10184;12245;sea;8797;-1;-1;-1;-1;;Philippines
1368;7307;sea;2876;-1;-1;-1;-1;;Philippines
10272;14720;sea;2876;-1;-1;-1;-1;;Philippines
10306;14719;sea;2876;-1;-1;-1;-1;;Philippines
7423;14720;sea;2876;-1;-1;-1;-1;;Philippines
10272;14716;sea;2876;-1;-1;-1;-1;;Philippines
12245;14738;sea;2899;-1;-1;-1;-1;;Philippines
10302;14722;sea;2876;-1;-1;-1;-1;;Philippines
1440;4155;sea;5507;-1;-1;-1;-1;;Puerto Rico-Virgin Islands
7982;13312;sea;2919;-1;-1;-1;-1;;Qeshm crossing
10000;19857;sea;2757;-1;-1;-1;-1;;Qingdao
16866;16868;sea;16998;-1;-1;-1;-1;;Russian North
16867;16868;sea;17139;-1;-1;-1;-1;;Russian North
13061;16866;sea;16998;-1;-1;-1;-1;;Russian North
10207;12530;sea;16874;-1;-1;-1;-1;;Russian North
9671;14399;sea;5430;-1;-1;-1;-1;;SF bay
3678;9671;sea;5430;-1;-1;-1;-1;;SF-Oakland
13084;19994;sea;2887;-1;-1;-1;-1;;Saint Martin-Anguilla
13420;19994;sea;2887;-1;-1;-1;-1;;Saint Martin-St. Kitts
3995;13024;sea;2855;-1;-1;-1;-1;;Saipan-Tinian
1742;7868;sea;2510;-1;-1;-1;-1;;Sakhalin-Siberia
7290;13050;sea;2549;-1;-1;-1;-1;;Samoan Islands
1311;4228;sea;2856;-1;-1;-1;-1;;San Bernardino Strait
4094;7212;sea;8791;-1;-1;-1;-1;;Shikoku-Chugoku
15873;15874;sea;8791;-1;-1;-1;-1;;Shikoku-Kansai
7072;15874;sea;8791;-1;-1;-1;-1;;Shikoku-Kansai
9965;15874;sea;8791;-1;-1;-1;-1;;Shikoku-Kansai
1092;4179;sea;8791;-1;-1;-1;-1;;Shikoku-Kansai
13420;19994;sea;2887;-1;-1;-1;-1;;Sint Maarten-St. Kitts
3305;8335;sea;2408;-1;-1;-1;-1;;Sjaelland
5621;6345;sea;2431;-1;-1;-1;-1;;Sjaelland
3260;3325;;2408;-1;-1;-1;-1;;Sjaelland-Fyn
6287;6345;sea;2382;-1;-1;-1;-1;;Skåne-Sjaelland
6287;9279;sea;2382;-1;-1;-1;-1;;Skåne-Sjaelland
211;299;sea;2282;-1;-1;-1;-1;;Småland-Öland
4306;4608;sea;5666;-1;-1;-1;-1;;Soerbaja-Madura
13420;19993;sea;2887;-1;-1;-1;-1;;St Kitts-Montserrat
177;13009;sea;5533;-1;-1;-1;-1;;St Lucia-Martinique
379;11350;sea;5533;-1;-1;-1;-1;;St Vincent-Barbados
379;13009;sea;5533;-1;-1;-1;-1;;St Vincent-St Lucia
4720;12698;sea;2935;-1;-1;-1;-1;;Strait of Belle Isle
14728;14729;sea;8751;-1;-1;-1;-1;;Surigao-Leyte
16819;16822;sea;17104;-1;-1;-1;-1;;Svalbard
10188;12148;sea;2253;-1;-1;-1;-1;;Tahiti-Raiatea
4228;7307;sea;2876;-1;-1;-1;-1;;Ticao Pass
7669;10276;sea;5263;-1;-1;-1;-1;;Tiwi-Darwin
3284;13012;sea;2597;-1;-1;-1;-1;;Tobago-Trinidad
2489;13033;sea;7918;-1;-1;-1;-1;;Truk-Hall Islands
3962;9859;sea;5946;-1;-1;-1;-1;;Tsugaru Strait
1158;10011;sea;2708;-1;-1;-1;-1;;Tsushima-Kyushu
13028;13029;sea;2735;-1;-1;-1;-1;;Ulithi-Yap
10694;13090;sea;6064;-1;-1;-1;-1;;Unalaska-Unimak
2134;4155;sea;5507;-1;-1;-1;-1;;Us-BritishVirgin Islands
1393;7259;sea;5257;-1;-1;-1;-1;;Vancouver-Strait
6062;6205;sea;3590;-1;-1;-1;-1;;West Scottish-Strait
591;18177;sea;14650;-1;-1;-1;-1;;adriatic islands
17468;11735;sea;14650;-1;-1;-1;-1;;adriatic islands
17468;18177;sea;14650;-1;-1;-1;-1;;adriatic islands
7127;17915;sea;6801;-1;-1;-1;-1;;aegean sea island
12776;12714;impassable;-1;-1;-1;-1;-1;;alxa league desert
2028;10770;impassable;-1;-1;-1;-1;-1;;alxa league desert
7727;8102;impassable;-1;-1;-1;-1;-1;;alxa league desert
5031;12327;impassable;-1;-1;-1;-1;-1;;alxa league desert
4783;8102;impassable;-1;-1;-1;-1;-1;;alxa league desert
5031;5100;impassable;-1;-1;-1;-1;-1;;alxa league desert
8102;10770;impassable;-1;-1;-1;-1;-1;;alxa league desert
7511;12776;impassable;-1;-1;-1;-1;-1;;alxa league desert
5031;12776;impassable;-1;-1;-1;-1;-1;;alxa league desert
7511;16857;impassable;-1;-1;-1;-1;-1;;alxa league desert
12750;12776;impassable;-1;-1;-1;-1;-1;;alxa league desert
5100;10770;impassable;-1;-1;-1;-1;-1;;alxa league desert
5215;15121;impassable;-1;-1;-1;-1;-1;;amogus
17941;14801;sea;17954;-1;-1;-1;-1;;amogus
14871;14870;impassable;-1;-1;-1;-1;-1;;andes mountains
8195;14871;impassable;-1;-1;-1;-1;-1;;andes mountains
2161;2169;impassable;-1;-1;-1;-1;-1;;andes mountains
14830;14938;impassable;-1;-1;-1;-1;-1;;andes mountains
14838;17506;impassable;-1;-1;-1;-1;-1;;andes mountains
12920;14922;impassable;-1;-1;-1;-1;-1;;andes mountains
14839;14951;impassable;-1;-1;-1;-1;-1;;andes mountains
14859;14991;impassable;-1;-1;-1;-1;-1;;andes mountains
15017;15170;impassable;-1;-1;-1;-1;-1;;andes mountains
14928;17503;impassable;-1;-1;-1;-1;-1;;andes mountains
14850;15087;impassable;-1;-1;-1;-1;-1;;andes mountains
2174;14882;impassable;-1;-1;-1;-1;-1;;andes mountains
15170;17538;impassable;-1;-1;-1;-1;-1;;andes mountains
17538;17542;impassable;-1;-1;-1;-1;-1;;andes mountains
14818;17556;impassable;-1;-1;-1;-1;-1;;andes mountains
14839;14953;impassable;-1;-1;-1;-1;-1;;andes mountains
2179;14858;impassable;-1;-1;-1;-1;-1;;andes mountains
14843;14951;impassable;-1;-1;-1;-1;-1;;andes mountains
15508;17505;impassable;-1;-1;-1;-1;-1;;andes mountains
8195;14861;impassable;-1;-1;-1;-1;-1;;andes mountains
2174;14880;impassable;-1;-1;-1;-1;-1;;andes mountains
5192;14793;impassable;-1;-1;-1;-1;-1;;andes mountains
5118;8161;impassable;-1;-1;-1;-1;-1;;andes mountains
8192;17503;impassable;-1;-1;-1;-1;-1;;andes mountains
10986;17542;impassable;-1;-1;-1;-1;-1;;andes mountains
14808;15091;impassable;-1;-1;-1;-1;-1;;andes mountains
8198;15017;impassable;-1;-1;-1;-1;-1;;andes mountains
8192;8251;impassable;-1;-1;-1;-1;-1;;andes mountains
15058;17938;impassable;-1;-1;-1;-1;-1;;andes mountains
8161;17515;impassable;-1;-1;-1;-1;-1;;andes mountains
2179;14857;impassable;-1;-1;-1;-1;-1;;andes mountains
14938;17519;impassable;-1;-1;-1;-1;-1;;andes mountains
17511;17515;impassable;-1;-1;-1;-1;-1;;andes mountains
14852;15087;impassable;-1;-1;-1;-1;-1;;andes mountains
14793;14858;impassable;-1;-1;-1;-1;-1;;andes mountains
5146;13310;impassable;-1;-1;-1;-1;-1;;andes mountains
11005;17511;impassable;-1;-1;-1;-1;-1;;andes mountains
5192;14991;impassable;-1;-1;-1;-1;-1;;andes mountains
14843;15087;impassable;-1;-1;-1;-1;-1;;andes mountains
8192;17518;impassable;-1;-1;-1;-1;-1;;andes mountains
8161;14807;impassable;-1;-1;-1;-1;-1;;andes mountains
14839;14842;impassable;-1;-1;-1;-1;-1;;andes mountains
14808;14905;impassable;-1;-1;-1;-1;-1;;andes mountains
8231;17489;impassable;-1;-1;-1;-1;-1;;andes mountains
8161;17511;impassable;-1;-1;-1;-1;-1;;andes mountains
15091;15307;impassable;-1;-1;-1;-1;-1;;andes mountains
14861;14991;impassable;-1;-1;-1;-1;-1;;andes mountains
2174;8231;impassable;-1;-1;-1;-1;-1;;andes mountains
15023;17508;impassable;-1;-1;-1;-1;-1;;andes mountains
14830;14934;impassable;-1;-1;-1;-1;-1;;andes mountains
14819;17556;impassable;-1;-1;-1;-1;-1;;andes mountains
15017;17544;impassable;-1;-1;-1;-1;-1;;andes mountains
15058;17506;impassable;-1;-1;-1;-1;-1;;andes mountains
14806;15024;impassable;-1;-1;-1;-1;-1;;andes mountains
14858;15038;impassable;-1;-1;-1;-1;-1;;andes mountains
14803;15003;impassable;-1;-1;-1;-1;-1;;andes mountains
14818;14914;impassable;-1;-1;-1;-1;-1;;andes mountains
14953;17506;impassable;-1;-1;-1;-1;-1;;andes mountains
14853;15050;impassable;-1;-1;-1;-1;-1;;andes mountains
15090;17511;impassable;-1;-1;-1;-1;-1;;andes mountains
15023;17502;impassable;-1;-1;-1;-1;-1;;andes mountains
14852;15050;impassable;-1;-1;-1;-1;-1;;andes mountains
2215;17519;impassable;-1;-1;-1;-1;-1;;andes mountains
14842;14951;impassable;-1;-1;-1;-1;-1;;andes mountains
14840;14951;impassable;-1;-1;-1;-1;-1;;andes mountains
14857;14979;impassable;-1;-1;-1;-1;-1;;andes mountains
14861;14871;impassable;-1;-1;-1;-1;-1;;andes mountains
5146;8195;impassable;-1;-1;-1;-1;-1;;andes mountains
12702;13313;sea;2691;-1;-1;-1;-1;;bahrain
13313;15807;sea;2691;-1;-1;-1;-1;;bahrain
7114;9793;sea;8845;-1;-1;-1;-1;;balerics 1
9793;9845;sea;8871;-1;-1;-1;-1;;balerics 2
7293;19297;sea;2239;-1;-1;-1;-1;;bali-lombok
7396;15703;sea;4225;-1;-1;-1;-1;;banga belitung
4409;15703;sea;5641;-1;-1;-1;-1;;banga belitung-borneo
12126;19209;sea;436;-1;-1;-1;-1;;banyak-nias
13300;15105;sea;15106;-1;-1;-1;-1;;beagle channel
15104;15105;sea;15106;-1;-1;-1;-1;;beagle channel islands
1361;4352;sea;7010;-1;-1;-1;-1;;bismarck archipelago
4352;7339;sea;7010;-1;-1;-1;-1;;bismarck archipelago
4421;7251;sea;7010;-1;-1;-1;-1;;bismarck archipelago
3868;15616;sea;3401;-1;-1;-1;-1;;brac island croatia
3924;15616;sea;3401;-1;-1;-1;-1;;brac island croatia
14661;15616;sea;3401;-1;-1;-1;-1;;brac island croatia
7371;7387;sea;2857;-1;-1;-1;-1;;brunei
7387;19234;sea;2857;-1;-1;-1;-1;;brunei-labuan
10294;19330;impassable;-1;-1;-1;-1;-1;;bukit barisan
10194;19295;impassable;-1;-1;-1;-1;-1;;bukit barisan
15719;19294;impassable;-1;-1;-1;-1;-1;;bukit barisan
19230;19235;impassable;-1;-1;-1;-1;-1;;bukit barisan
12343;19364;impassable;-1;-1;-1;-1;-1;;bukit barisan
1648;19295;impassable;-1;-1;-1;-1;-1;;bukit barisan
1648;19305;impassable;-1;-1;-1;-1;-1;;bukit barisan
19330;19346;impassable;-1;-1;-1;-1;-1;;bukit barisan
10294;19324;impassable;-1;-1;-1;-1;-1;;bukit barisan
12415;19302;impassable;-1;-1;-1;-1;-1;;bukit barisan
12343;19312;impassable;-1;-1;-1;-1;-1;;bukit barisan
10194;12415;impassable;-1;-1;-1;-1;-1;;bukit barisan
1401;19235;impassable;-1;-1;-1;-1;-1;;bukit barisan
12343;19360;impassable;-1;-1;-1;-1;-1;;bukit barisan
7308;19346;impassable;-1;-1;-1;-1;-1;;bukit barisan
10150;19294;impassable;-1;-1;-1;-1;-1;;bukit barisan
15722;19230;impassable;-1;-1;-1;-1;-1;;bukit barisan
1274;15719;impassable;-1;-1;-1;-1;-1;;bukit barisan
12138;19302;impassable;-1;-1;-1;-1;-1;;bukit barisan
10225;15719;impassable;-1;-1;-1;-1;-1;;bukit barisan
10225;19332;impassable;-1;-1;-1;-1;-1;;bukit barisan
19230;19312;impassable;-1;-1;-1;-1;-1;;bukit barisan
19222;19312;impassable;-1;-1;-1;-1;-1;;bukit barisan
10150;19346;impassable;-1;-1;-1;-1;-1;;bukit barisan
12212;19360;impassable;-1;-1;-1;-1;-1;;bukit barisan
19305;19324;impassable;-1;-1;-1;-1;-1;;bukit barisan
10409;19280;sea;5320;-1;-1;-1;-1;;central maluku
1574;7557;sea;5390;-1;-1;-1;-1;;central maluku
4468;10409;sea;5320;-1;-1;-1;-1;;central maluku-papua
7369;7557;sea;4899;-1;-1;-1;-1;;central-north maluku
1574;10342;sea;5390;-1;-1;-1;-1;;central-north maluku
19231;19280;sea;5290;-1;-1;-1;-1;;central-south maluku
6449;14611;sea;2871;-1;-1;-1;-1;;channel islands link
788;865;sea;8492;-1;-1;-1;-1;;cheskapeake bay
788;3917;sea;8492;-1;-1;-1;-1;;cheskapeake bay
14813;14816;impassable;-1;-1;-1;-1;-1;;chilean andes
5191;14843;impassable;-1;-1;-1;-1;-1;;chilean andes
14858;14979;impassable;-1;-1;-1;-1;-1;;chilean andes
2179;17552;impassable;-1;-1;-1;-1;-1;;chilean andes
5192;14858;impassable;-1;-1;-1;-1;-1;;chilean andes
14880;17523;impassable;-1;-1;-1;-1;-1;;chilean andes
14852;14854;impassable;-1;-1;-1;-1;-1;;chilean andes
14843;14844;impassable;-1;-1;-1;-1;-1;;chilean andes
14818;15307;impassable;-1;-1;-1;-1;-1;;chilean andes
14844;14850;impassable;-1;-1;-1;-1;-1;;chilean andes
8194;14851;impassable;-1;-1;-1;-1;-1;;chilean andes
17553;17501;sea;17953;-1;-1;-1;-1;;chilean islands
10116;12462;sea;6633;-1;-1;-1;-1;;chilika lake india
5169;13297;sea;17947;-1;-1;-1;-1;;chiloe-mainland
6550;16210;sea;7452;-1;-1;-1;-1;;chios to asia minor
914;10203;sea;5864;-1;-1;-1;-1;;corfu
