37;2901.00;10.23;2145.00;big
38;2812.00;10.35;2064.00;small
38;2864.00;10.23;2106.00;small
39;2858.00;10.50;2057.00;small
39;2901.00;10.55;2031.00;small
40;3264.00;10.38;2099.00;small
40;3204.00;10.38;2133.00;small
41;2538.00;12.05;1865.00;small
41;2571.00;10.65;1891.00;small
41;2529.00;10.70;1903.00;small
42;2495.00;9.50;1963.00;small
42;2435.00;9.50;1934.00;small
43;2379.00;9.50;2157.00;big
43;2407.00;9.50;2039.00;big
44;2203.00;9.50;2283.00;big
44;2038.00;9.50;2273.00;big
45;2397.00;9.50;2314.00;big
45;2623.00;9.50;2382.00;big
46;2850.00;9.50;2503.00;big
46;3247.00;9.50;2501.00;small
47;2310.00;9.50;1776.00;big
47;2360.00;9.50;1876.00;big
48;2345.00;9.50;1698.00;big
48;2284.00;9.50;1571.00;big
49;2200.00;9.50;1940.00;big
49;2132.00;9.50;2102.00;big
50;1701.00;9.50;2260.00;big
50;1894.00;9.50;2062.00;big
51;2117.00;9.50;1796.00;big
51;1998.00;9.50;1868.00;big
52;1214.00;9.50;1551.00;big
52;1243.00;9.50;1642.00;big
53;1663.00;9.50;1520.00;big
53;1544.00;11.25;1535.00;big
53;1414.00;9.50;1540.00;small
53;1692.00;10.10;1460.00;small
54;1621.00;9.50;1883.00;big
54;1551.00;9.50;1814.00;big
55;1711.00;9.50;1995.00;big
55;1743.00;9.50;1890.00;small
56;1856.00;9.50;1712.00;big
56;1880.00;9.50;1844.00;big
57;1714.00;9.50;1697.00;big
57;1597.00;9.50;1673.00;big
58;2141.00;9.50;1679.00;big
58;2049.00;9.50;1534.00;big
59;1823.00;9.50;1497.00;big
59;1917.00;9.50;1340.00;big
60;3537.00;9.50;1308.00;big
60;3398.00;9.50;1167.00;big
61;2235.00;9.50;1416.00;big
61;2112.00;9.50;1264.00;big
62;2429.00;9.50;1179.00;big
62;2635.00;9.50;1245.00;big
63;1694.00;9.50;462.00;big
63;1721.00;9.50;657.00;big
64;1911.00;10.43;341.00;big
64;2137.00;9.50;389.00;big
65;3027.00;9.50;688.00;big
65;2743.00;9.50;779.00;big
66;2001.00;9.50;850.00;big
66;2222.00;9.50;1025.00;big
67;2318.00;9.50;651.00;big
67;2571.00;9.50;691.00;big
68;2549.00;9.50;1805.00;big
68;2621.00;9.50;1852.00;small
69;2924.00;9.50;1761.00;big
69;3030.00;10.62;1774.00;big
70;3279.00;9.50;1957.00;big
70;3299.00;9.50;1878.00;big
71;3732.00;9.50;1174.00;big
71;3913.00;9.50;1213.00;big
72;3964.00;9.50;1343.00;small
72;4079.00;9.50;1268.00;big
73;4020.00;9.50;1357.00;big
73;4022.00;9.50;1396.00;small
74;3796.00;9.50;738.00;big
74;3768.00;9.50;947.00;big
75;4199.00;9.50;1535.00;big
75;4176.00;9.50;1376.00;big
76;4282.00;11.65;1609.00;big
76;4391.00;9.50;1674.00;big
77;4297.00;9.50;1740.00;big
77;4308.00;9.50;1827.00;big
78;4447.00;9.50;1516.00;big
78;4442.00;9.50;1385.00;big
79;4564.00;9.50;1995.00;big
79;4475.00;9.50;1857.00;big
80;4288.00;9.50;1318.00;big
80;4274.00;9.50;1396.00;big
81;4703.00;9.50;1062.00;big
81;4843.00;9.50;882.00;big
82;4514.00;9.50;1104.00;small
82;4529.00;9.50;1025.00;small
83;4831.00;10.50;1124.00;big
83;4923.00;9.50;969.00;big
84;4691.00;9.50;1198.00;big
84;4744.00;9.50;1337.00;big
84;4525.00;9.50;1346.00;small
85;3218.00;9.50;683.00;big
85;3430.00;9.50;860.00;big
86;4898.00;9.50;712.00;big
86;4759.00;9.50;635.00;big
87;4750.00;9.50;2114.00;big
87;4591.00;10.70;2053.00;big
88;5022.00;9.50;2171.00;big
88;137.00;9.50;2156.00;big
89;822.00;9.50;1703.00;big
89;756.00;9.50;1847.00;big
90;4620.00;9.50;1879.00;big
90;4549.00;9.50;1727.00;big
91;4376.00;9.50;1166.00;big
91;4448.00;9.68;1177.00;small
92;4243.00;9.50;1018.00;big
92;4319.00;9.50;1090.00;big
93;4320.00;11.48;1266.00;big
93;4269.00;11.23;1211.00;big
94;4569.00;9.53;1620.00;big
94;4674.00;9.50;1498.00;big
95;4991.00;9.50;1607.00;big
95;5039.00;9.50;1775.00;big
96;11.00;9.50;1884.00;big
96;4971.00;9.50;1950.00;big
97;4962.00;9.50;1340.00;big
97;76.00;9.50;1188.00;big
98;4482.00;9.50;650.00;big
98;4297.00;9.50;682.00;big
99;4048.00;9.50;1028.00;big
99;4040.00;9.50;756.00;big
100;3094.00;9.50;1585.00;big
100;3261.00;9.50;1446.00;big
101;3707.00;11.07;1368.00;big
101;3885.00;9.50;1397.00;big
101;3817.00;9.50;1479.00;small
102;3241.00;9.50;1294.00;big
102;3196.00;9.50;1096.00;big
103;3077.00;9.50;850.00;big
103;3125.00;9.50;949.00;big
104;3406.00;9.50;1468.00;big
104;3510.00;9.50;1541.00;big
105;5110.00;9.50;1617.00;big
105;225.00;9.50;1604.00;big
106;963.00;9.50;1592.00;big
106;1172.00;9.50;1459.00;big
107;1314.00;9.50;1373.00;big
107;1383.00;9.50;1304.00;big
108;1457.00;9.50;883.00;big
108;1353.00;9.50;748.00;big
109;1321.00;9.50;1181.00;big
109;1373.00;9.50;1059.00;big
110;1104.00;9.50;1109.00;big
110;1083.00;9.50;1351.00;big
111;636.00;9.50;1541.00;big
111;828.00;9.50;1543.00;big
112;288.00;9.50;500.00;big
112;5041.00;9.50;541.00;big
113;789.00;9.50;936.00;big
113;621.00;9.50;741.00;big
114;269.00;9.50;2028.00;big
114;585.00;9.50;1990.00;big
115;628.00;9.50;1809.00;big
115;488.00;9.50;1826.00;big
116;3362.00;11.20;1796.00;big
116;3389.00;13.20;1678.00;big
116;3246.00;12.68;1783.00;big
116;3282.00;12.28;1724.00;big
117;1459.00;10.80;1859.00;big
117;1430.00;10.30;1780.00;big
118;894.00;12.28;1841.00;small
118;883.00;11.35;1770.00;big
118;827.00;10.00;1851.00;small
119;1180.00;10.30;1703.00;big
119;1166.00;10.62;1776.00;small
119;1105.00;11.30;1734.00;small
120;1153.00;10.70;1971.00;big
120;1220.00;10.60;1913.00;big
121;1532.00;10.75;2034.00;big
121;1502.00;10.57;2119.00;big
121;1644.00;10.10;2114.00;small
121;1765.00;9.98;2000.00;big
122;934.00;11.40;2085.00;big
122;1044.00;10.50;2129.00;big
123;1149.00;13.85;1538.00;big
123;1106.00;12.48;1568.00;small
124;1525.00;10.73;1379.00;big
124;1486.00;11.68;1309.00;big
124;1625.00;10.18;1365.00;small
125;1692.00;10.53;1096.00;big
125;1782.00;10.50;1000.00;big
125;1854.00;10.55;1061.00;big
126;2648.00;10.40;1715.00;small
126;2692.00;10.70;1775.00;small
126;2615.00;11.18;1784.00;small
127;2758.00;10.60;1487.00;big
127;2714.00;11.10;1623.00;big
127;2844.00;10.70;1618.00;big
128;3010.00;10.70;1616.00;big
128;2994.00;10.53;1695.00;big
129;3082.00;12.12;1849.00;big
129;2982.00;12.15;1843.00;big
130;3033.00;10.23;1996.00;big
130;3093.00;10.25;2014.00;big
131;3009.00;10.40;2123.00;big
131;2948.00;10.32;2113.00;big
132;3017.00;10.15;2332.00;small
132;3061.00;9.50;2273.00;big
133;3217.00;10.35;2200.00;big
133;3295.00;10.40;2190.00;big
133;3152.00;10.32;2207.00;small
134;3218.00;10.15;1875.00;small
134;3167.00;13.20;1909.00;small
135;3135.00;10.30;1955.00;big
135;3205.00;10.12;1963.00;big
136;3560.00;10.75;1918.00;big
136;3555.00;10.48;2072.00;big
136;3465.00;10.30;1947.00;big
136;3686.00;10.82;1995.00;small
137;3462.00;10.35;2063.00;big
137;3323.00;10.45;1930.00;big
137;3262.00;10.12;2019.00;big
137;3346.00;10.30;2016.00;small
138;3354.00;10.35;2230.00;big
138;3371.00;10.40;2176.00;big
138;3331.00;10.45;2128.00;small
139;2885.00;11.80;800.00;big
139;2974.00;12.20;872.00;big
140;2592.00;10.60;1416.00;big
140;2693.00;10.35;1368.00;big
141;3834.00;10.18;1601.00;big
141;3795.00;10.40;1610.00;big
142;3987.00;10.23;1483.00;big
142;4054.00;10.62;1545.00;big
142;4071.00;10.20;1442.00;small
143;4237.00;10.57;1802.00;big
143;4210.00;10.20;1850.00;big
143;4159.00;11.98;1807.00;small
144;4039.00;10.80;1708.00;big
144;4086.00;11.82;1789.00;big
145;3812.00;11.60;1918.00;big
145;3683.00;11.53;1851.00;big
146;3855.00;14.95;1694.00;big
146;3910.00;15.15;1689.00;big
146;3788.00;17.23;1672.00;big
147;3581.00;10.23;2325.00;big
147;3677.00;10.15;2240.00;big
147;3861.00;10.43;2398.00;small
148;4492.00;10.85;2202.00;big
148;4341.00;11.32;2200.00;big
148;4706.00;10.93;2259.00;small
149;3876.00;10.78;2221.00;big
149;3855.00;10.25;2134.00;big
150;3413.00;10.30;2370.00;big
150;3301.00;10.40;2321.00;big
150;3173.00;10.20;2277.00;big
151;3585.00;10.30;2164.00;big
151;3525.00;10.23;2206.00;small
151;3468.00;10.30;2163.00;big
152;4162.00;11.53;1951.00;big
152;3886.00;9.95;2021.00;big
152;4027.00;12.62;1979.00;big
153;3686.00;10.30;1649.00;big
153;3748.00;10.20;1635.00;big
154;4562.00;10.93;1870.00;big
154;4526.00;11.93;1795.00;big
154;4449.00;10.75;1758.00;small
155;4267.00;10.60;1885.00;big
155;4405.00;10.38;1962.00;big
155;4325.00;10.30;1917.00;small
155;4302.00;11.00;2040.00;small
156;4540.00;10.25;828.00;big
156;4440.00;10.38;818.00;big
156;4413.00;10.68;962.00;big
156;4244.00;10.90;921.00;big
156;4545.00;10.35;919.00;big
156;4233.00;10.75;875.00;big
157;4969.00;10.93;578.00;big
157;5059.00;10.93;683.00;big
158;4295.00;10.82;1134.00;small
158;4082.00;11.53;1161.00;small
158;4170.00;10.55;1146.00;small
158;4132.00;10.45;1149.00;small
159;4181.00;10.18;1236.00;big
159;4216.00;10.62;1326.00;big
160;4282.00;10.28;1476.00;big
160;4329.00;10.57;1381.00;big
161;2250.00;10.28;2328.00;small
161;2288.00;10.90;2333.00;small
162;3559.00;11.73;1765.00;big
162;3483.00;13.38;1771.00;big
163;1572.00;10.40;1148.00;big
163;1699.00;10.23;1198.00;big
163;1599.00;10.30;1225.00;big
163;1675.00;10.40;1286.00;small
164;4195.00;10.20;1738.00;big
164;4246.00;10.98;1675.00;big
165;4023.00;12.75;1624.00;big
165;4137.00;11.55;1630.00;big
166;1311.00;9.50;2222.00;big
166;1386.00;9.50;2208.00;big
167;4632.00;10.53;1149.00;big
167;4533.00;12.70;1204.00;big
168;2491.00;11.45;1873.00;small
168;2457.00;10.98;1896.00;small
169;2691.00;10.88;1856.00;big
169;2691.00;11.45;1896.00;small
170;1462.00;9.50;1655.00;big
170;1334.00;9.50;1640.00;big
171;581.00;9.50;2134.00;big
171;767.00;10.60;2028.00;big
171;418.00;9.50;2164.00;small
172;319.00;9.50;1202.00;big
172;284.00;9.50;1360.00;big
173;2645.00;9.50;2155.00;small
173;2611.00;9.50;2199.00;big
174;2695.00;9.50;2373.00;big
174;2630.00;9.50;2238.00;big
175;578.00;9.50;1287.00;big
175;773.00;9.50;1269.00;big
176;312.00;9.50;1860.00;big
176;86.00;9.50;1902.00;big
177;4740.00;9.50;1732.00;big
177;4801.00;9.50;1895.00;big
178;77.00;9.50;980.00;big
178;5040.00;9.50;933.00;big
179;267.00;9.50;883.00;big
179;514.00;9.50;1015.00;big
180;3215.00;11.35;935.00;big
180;3239.00;11.00;1009.00;big
181;2451.00;13.40;1711.00;big
181;2531.00;11.55;1755.00;big
182;2988.00;11.00;1336.00;big
182;2865.00;10.90;1360.00;big
183;2818.00;12.05;1051.00;big
183;2789.00;11.57;1124.00;big
184;3052.00;10.20;985.00;big
184;3095.00;11.03;1045.00;small
184;3032.00;10.20;914.00;small
185;4375.00;10.48;1797.00;big
185;4364.00;11.23;1860.00;big
186;3975.00;10.50;1282.00;big
186;4030.00;10.20;1213.00;big
187;3974.00;10.20;1379.00;big
187;4011.00;10.70;1317.00;big
188;3930.00;10.18;1513.00;big
188;3928.00;11.03;1621.00;big
188;3915.00;10.55;1565.00;small
189;3591.00;10.40;1718.00;big
189;3637.00;10.40;1701.00;big
190;2905.00;9.62;2417.00;small
190;2760.00;9.80;2344.00;big
191;2845.00;10.70;2353.00;big
191;2778.00;10.20;2277.00;big
192;4370.00;10.88;1017.00;big
192;4456.00;10.45;1052.00;small
192;4607.00;10.57;1000.00;big
193;4678.00;11.07;767.00;big
193;4506.00;10.45;768.00;big
193;4704.00;10.62;863.00;big
193;4623.00;10.23;696.00;small
194;841.00;11.53;2058.00;big
194;615.00;11.38;2291.00;big
194;768.00;12.23;2155.00;small
195;3285.00;10.40;1562.00;big
195;3133.00;11.40;1671.00;big
196;1502.00;10.68;1904.00;small
196;1563.00;10.25;1933.00;big
197;1307.00;10.43;1867.00;small
197;1375.00;10.40;1881.00;big
197;1296.00;10.50;1939.00;big
198;994.00;13.57;1920.00;big
198;1023.00;11.32;1976.00;big
198;923.00;11.98;1967.00;big
199;3897.00;16.12;1790.00;big
199;3996.00;14.35;1798.00;big
200;1536.00;15.38;1049.00;big
200;1467.00;12.25;1169.00;big
200;1478.00;15.73;1105.00;small
201;2749.00;11.00;1305.00;big
201;2744.00;11.00;1229.00;big
201;2818.00;10.88;1187.00;small
202;2500.00;10.60;1454.00;big
202;2396.00;10.78;1429.00;big
202;2499.00;10.35;1355.00;small
203;2681.00;10.35;2040.00;small
203;2654.00;10.28;2054.00;small
203;2660.00;10.48;2023.00;small
204;2632.00;10.40;1985.00;big
204;2598.00;10.28;2029.00;big
205;2768.00;10.15;2099.00;big
205;2730.00;10.30;2070.00;small
206;2764.00;11.07;1817.00;small
206;2783.00;11.20;1872.00;small
207;3733.00;10.30;2147.00;big
207;3788.00;10.60;2093.00;big
208;4469.00;11.25;2070.00;big
208;4487.00;10.62;1967.00;big
209;3394.00;10.75;2103.00;big
209;3334.00;10.50;2084.00;small
210;3071.00;10.40;2101.00;big
210;3114.00;10.32;2177.00;small
210;3129.00;10.30;2130.00;big
211;4014.00;10.82;2120.00;big
211;4084.00;10.60;2240.00;big
211;4131.00;11.43;2091.00;big
211;4232.00;11.95;2177.00;big
212;3424.00;10.40;1859.00;big
212;3568.00;10.82;1866.00;big
213;56.00;10.40;2360.00;big
213;4815.00;11.55;2145.00;big
213;4928.00;10.48;2309.00;big
214;2456.00;10.43;1828.00;small
214;2516.00;10.98;1829.00;small
215;1472.00;9.50;627.00;big
215;1397.00;9.50;427.00;big
216;1597.00;10.62;385.00;big
217;1564.00;10.57;422.00;big
218;1525.00;9.50;363.00;small
218;1605.00;9.50;361.00;big
219;2724.00;9.50;2166.00;small
220;2771.00;9.93;2134.00;small
220;2820.00;9.50;2131.00;small
221;3317.00;9.50;1627.00;small
222;5063.00;9.50;1425.00;big
222;59.00;9.50;1309.00;big
223;823.00;10.12;1994.00;small
223;886.00;11.10;1994.00;small
223;870.00;11.73;1942.00;small
223;814.00;10.65;1934.00;small
224;889.00;10.32;2274.00;small
224;1167.00;9.50;2282.00;big
224;700.00;10.23;2353.00;big
224;1551.00;10.18;2344.00;big
225;1390.00;10.55;1996.00;big
225;1191.00;10.50;2083.00;big
226;991.00;10.75;1683.00;big
226;1096.00;11.93;1628.00;big
227;1191.00;10.00;1521.00;small
227;1278.00;10.35;1523.00;small
228;1338.00;9.93;1743.00;big
228;1254.00;10.18;1738.00;big
228;1393.00;10.23;1691.00;small
229;3023.00;10.60;1543.00;big
229;3028.00;10.70;1467.00;big
229;2939.00;10.90;1444.00;small
230;2922.00;9.50;1806.00;small
230;2932.00;9.50;1844.00;small
231;2922.00;11.48;1139.00;big
231;2898.00;10.80;1217.00;big
232;2901.00;11.40;940.00;big
232;2810.00;12.28;932.00;big
233;3069.00;12.50;1261.00;big
233;3010.00;11.50;1184.00;small
233;3096.00;10.80;1162.00;small
234;2457.00;10.60;1578.00;big
234;2567.00;10.60;1588.00;big
234;2367.00;10.23;1527.00;big
235;3027.00;10.38;2199.00;big
235;3077.00;10.32;2205.00;big
236;4116.00;10.43;2394.00;big
236;4565.00;10.95;2359.00;big
236;4796.00;10.15;2414.00;big
236;4376.00;12.03;2371.00;big
237;4352.00;10.40;805.00;big
237;4225.00;10.60;774.00;big
237;4209.00;10.48;817.00;big
237;4276.00;10.62;791.00;small
238;2667.00;9.50;1031.00;big
238;2446.00;9.50;988.00;big
239;2823.00;10.43;1697.00;small
239;2749.00;10.70;1710.00;small
239;2879.00;10.30;1717.00;small
240;2925.00;11.57;1043.00;big
240;3003.00;11.98;996.00;small
240;3010.00;11.05;1077.00;small
241;969.00;12.20;1854.00;small
241;1062.00;13.57;1841.00;small
242;1144.00;11.00;1864.00;big
242;1236.00;10.50;1836.00;small
243;1405.00;10.70;1831.00;big
243;1335.00;10.40;1800.00;small
244;983.00;12.15;1761.00;small
244;1056.00;12.78;1776.00;small
245;1618.00;10.35;1968.00;small
245;1652.00;10.53;1956.00;small
246;1518.00;10.43;1971.00;big
246;1430.00;9.50;1935.00;small
247;1553.00;10.95;563.00;big
247;1542.00;10.93;485.00;small
247;1586.00;11.43;644.00;big
248;1528.00;10.38;680.00;small
248;1536.00;10.45;713.00;small
248;1524.00;9.50;640.00;small
249;1573.00;13.07;975.00;small
249;1564.00;12.55;856.00;small
249;1573.00;12.38;919.00;small
250;1548.00;10.40;765.00;small
250;1547.00;10.50;811.00;small
251;1690.00;10.40;944.00;small
251;1710.00;10.60;988.00;small
251;1659.00;11.05;994.00;small
252;1793.00;10.60;843.00;big
252;1729.00;10.20;807.00;small
252;1765.00;10.30;760.00;small
253;1757.00;10.30;883.00;big
254;1645.00;10.23;711.00;big
254;1668.00;10.30;796.00;big
254;1724.00;10.00;735.00;small
255;1707.00;10.20;853.00;small
255;1680.00;10.40;909.00;small
256;1598.00;10.80;757.00;big
256;1593.00;11.62;825.00;big
257;1612.00;10.40;1050.00;small
257;1664.00;10.55;1041.00;small
258;1605.00;13.93;998.00;small
258;1636.00;14.07;959.00;small
259;1839.00;11.68;870.00;small
259;1810.00;10.88;909.00;small
260;1944.00;11.12;968.00;big
260;1874.00;11.20;936.00;big
261;1979.00;10.85;1067.00;big
261;1962.00;10.32;1179.00;big
261;2035.00;10.90;1146.00;small
262;1830.00;10.23;1250.00;big
262;1765.00;10.55;1257.00;big
262;1802.00;10.55;1161.00;small
263;1739.00;10.30;1322.00;small
263;1796.00;10.30;1326.00;small
264;2793.00;9.50;1898.00;small
265;3153.00;10.60;1807.00;big
265;3201.00;10.20;1744.00;big
266;3500.00;9.50;2465.00;big
266;3726.00;9.50;2505.00;big
267;4262.00;9.50;2542.00;big
267;4488.00;9.50;2479.00;big
268;4911.00;9.50;2516.00;big
268;32.00;9.50;2424.00;big
269;5096.00;9.50;2513.00;big
269;174.00;9.50;2476.00;big
270;472.00;9.50;2486.00;big
270;691.00;9.50;2511.00;big
271;1425.00;9.50;2364.00;big
271;1093.00;9.50;2468.00;big
272;1687.00;9.50;2458.00;big
272;1503.00;9.50;2519.00;big
273;2377.00;9.50;2484.00;big
273;2623.00;9.50;2526.00;big
274;1789.00;9.50;190.00;big
274;2019.00;9.50;87.00;big
275;2666.00;9.50;347.00;big
275;2275.00;9.50;200.00;big
276;3579.00;9.50;371.00;big
276;3164.00;9.50;363.00;big
277;4384.00;9.50;373.00;big
277;3994.00;9.50;391.00;big
278;4913.00;9.50;279.00;big
278;4677.00;9.50;356.00;big
279;5055.00;9.50;96.00;big
279;242.00;9.50;133.00;big
280;987.00;9.50;166.00;big
280;737.00;9.50;223.00;big
281;1376.00;9.50;200.00;big
281;1158.00;9.50;227.00;big
282;1661.00;9.50;216.00;big
282;1545.00;9.50;118.00;big
283;2257.00;9.50;64.00;big
283;1737.00;9.50;29.00;big
284;3005.00;11.90;93.00;big
284;2596.00;12.85;122.00;big
285;3445.00;11.70;130.00;big
285;4037.00;11.80;79.00;big
286;242.00;11.40;6.00;big
286;4801.00;11.75;74.00;big
287;646.00;11.95;64.00;big
287;1133.00;11.40;59.00;big
288;1587.00;11.78;212.00;big
288;1697.00;9.50;294.00;big
289;1505.00;9.50;573.00;big
289;1500.00;9.50;475.00;big
290;2079.00;9.50;665.00;big
290;1920.00;9.50;581.00;big
291;3709.00;16.50;1707.00;big
291;3639.00;13.95;1754.00;big
292;3871.00;11.43;1628.00;big
292;3918.00;10.30;1659.00;big
293;3484.00;12.18;1661.00;big
293;3463.00;11.10;1717.00;big
294;3591.00;10.43;1624.00;big
294;3534.00;10.20;1641.00;big
295;3609.00;10.40;1590.00;big
295;3612.00;11.20;1524.00;big
296;3666.00;10.80;1520.00;big
296;3655.00;10.80;1471.00;big
297;3756.00;10.68;1558.00;big
297;3694.00;10.80;1577.00;big
